date,adjusted_price,unadjusted_price
2017-01-09,2020,18500
2017-01-10,2050,18700
2017-01-11,2020,18500
2017-01-12,1840,16800
2017-01-13,1660,15200
2017-01-16,1670,15300
2017-01-17,1720,15700
2017-01-18,1730,15800
2017-01-19,1750,16000
2017-01-20,1740,15900
2017-01-23,1770,16200
2017-01-24,1860,17000
2017-01-25,1850,16900
2017-02-02,1780,16300
2017-02-03,1830,16700
2017-02-06,1810,16500
2017-02-07,1810,16500
2017-02-08,1780,16300
2017-02-09,1790,16400
2017-02-10,1850,16900
2017-02-13,1840,16800
2017-02-14,1820,16600
2017-02-15,1830,16700
2017-02-16,1860,17000
2017-02-17,1840,16800
2017-02-20,1850,16900
2017-02-21,1860,17000
2017-02-22,1850,16900
2017-02-23,1840,16800
2017-02-24,1860,17000
2017-02-27,1860,17000
2017-02-28,1870,17100
2017-03-01,1890,17300
2017-03-02,1910,17500
2017-03-03,1940,17700
2017-03-06,1910,17500
2017-03-07,1930,17600
2017-03-08,1890,17300
2017-03-09,1890,17300
2017-03-10,1910,17500
2017-03-13,1910,17500
2017-03-14,1930,17600
2017-03-15,1910,17500
2017-03-16,1910,17500
2017-03-17,1930,17600
2017-03-20,1900,17400
2017-03-21,1910,17500
2017-03-22,1910,17500
2017-03-23,1910,17500
2017-03-24,1910,17500
2017-03-27,1930,17600
2017-03-28,1940,17700
2017-03-29,1930,17600
2017-03-30,1940,17700
2017-03-31,1970,18000
2017-04-03,2010,18400
2017-04-04,2010,18400
2017-04-05,2020,18500
2017-04-07,2040,18600
2017-04-10,2050,18700
2017-04-11,2070,18900
2017-04-12,2070,18900
2017-04-13,2220,20300
2017-04-14,2170,19800
2017-04-17,2170,19800
2017-04-18,2170,19800
2017-04-19,2180,19900
2017-04-20,2200,20100
2017-04-21,2190,20000
2017-04-24,2190,20000
2017-04-25,2210,20200
2017-04-26,2190,20000
2017-04-27,2190,20000
2017-04-28,2220,20300
2017-05-03,2270,20700
2017-05-04,2240,20500
2017-05-05,2250,20600
2017-05-08,2240,20500
2017-05-09,2290,20900
2017-05-10,2270,20700
2017-05-11,2300,21000
2017-05-12,2340,21400
2017-05-15,2520,23000
2017-05-16,2720,24900
2017-05-17,2900,26500
