kind,ex_date,record_date,pay_date,last_date,settlement_date,amount_per_share,tax_rate,shares_per_share,rights_per_share,subscription_price,choice,funding,source
cash_dividend,2007-02-14,2007-02-26,2007-03-12,,,2000,0.05,,,,,,VCI event 6708f3da0ec61045ab7f9fe2
cash_dividend,2007-07-18,2007-07-20,2007-08-03,,,1000,0.05,,,,,,VCI event 6708f3da0ec61045ab7f9fe1
cash_dividend,2008-06-16,2008-06-18,2008-07-17,,,2000,0.05,,,,,,VCI event 6708f3db0ec61045ab7fa26f
stock_dividend,2008-06-16,2008-06-18,2008-08-28,,,,,0.2,,,,,VCI event 6708f3ec0ec61045ab7fe071
cash_dividend,2008-11-26,2008-11-28,2008-12-24,,,1000,0.05,,,,,,VCI event 6708f3db0ec61045ab7fa270
cash_dividend,2009-04-08,2009-04-10,2009-04-29,,,1000,0.05,,,,,,VCI event 6708f3db0ec61045ab7fa306
cash_dividend,2009-07-10,2009-07-13,2009-07-29,,,1500,0.05,,,,,,VCI event 6708f3db0ec61045ab7fa382
stock_dividend,2009-12-28,2009-12-30,2010-02-26,,,,,1,,,,,VCI event 6708f3ec0ec61045ab7fe3b4
cash_dividend,2010-11-11,2010-11-15,2010-12-08,,,2000,0.05,,,,,,VCI event 6708f3dc0ec61045ab7fa6e5
cash_dividend,2011-11-30,2011-12-02,2011-12-22,,,2000,0.05,,,,,,VCI event 6708f3dd0ec61045ab7faa38
cash_dividend,2012-09-12,2012-09-14,2012-09-24,,,1000,0.05,,,,,,VCI event 6708f3de0ec61045ab7facce
cash_dividend,2012-09-12,2012-09-14,2012-09-24,,,2000,0.05,,,,,,VCI event 6708f3de0ec61045ab7faccf
cash_dividend,2013-06-19,2013-06-21,2013-07-05,,,2000,0.05,,,,,,VCI event 6708f3de0ec61045ab7faefe
stock_dividend,2013-06-19,2013-06-21,2013-08-12,,,,,0.3,,,,,VCI event 6708f3ef0ec61045ab7fecde
cash_dividend,2013-11-12,2013-11-14,2013-11-28,,,1000,0.05,,,,,,VCI event 6708f3de0ec61045ab7fb01d
cash_dividend,2014-05-15,2014-05-19,2014-06-09,,,2000,0.05,,,,,,VCI event 6708f3df0ec61045ab7fb199
cash_dividend,2014-11-10,2014-11-12,2014-11-28,,,1000,0.05,,,,,,VCI event 6708f3df0ec61045ab7fb307
cash_dividend,2015-05-19,2015-05-21,2015-06-10,,,2500,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb487
cash_dividend,2015-12-23,2015-12-25,2016-01-18,,,1500,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb6a0
cash_dividend,2016-05-19,2016-05-20,2016-06-10,,,4500,0.05,,,,,,VCI event 6708f3e10ec61045ab7fb8e8
cash_dividend,2016-12-30,2017-01-03,2017-01-19,,,2000,0.05,,,,,,VCI event 6708f3e20ec61045ab7fbbe5
cash_dividend,2017-06-13,2017-06-14,2017-06-30,,,2000,0.05,,,,,,VCI event 6708f3e20ec61045ab7fbea8
stock_dividend,2017-06-13,2017-06-14,2017-08-07,,,,,0.8,,,,,VCI event 6708f3f20ec61045ab7ff67b
cash_dividend,2017-11-14,2017-11-15,2017-11-30,,,1500,0.05,,,,,,VCI event 6708f3e30ec61045ab7fc0be
cash_dividend,2018-05-11,2018-05-14,2018-06-06,,,2500,0.05,,,,,,VCI event 6708f3e30ec61045ab7fc2a9
cash_dividend,2018-12-07,2018-12-10,2018-12-28,,,1500,0.05,,,,,,VCI event 6708f3e40ec61045ab7fc65e
cash_dividend,2019-06-04,2019-06-05,2019-06-20,,,2500,0.05,,,,,,VCI event 6708f3e50ec61045ab7fc8d3
cash_dividend,2019-12-04,2019-12-05,2019-12-20,,,2000,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcb20
cash_dividend,2020-05-05,2020-05-06,2020-05-20,,,2000,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcc6e
cash_dividend,2020-07-17,2020-07-20,2020-08-05,,,1000,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcdac
cash_dividend,2020-10-07,2020-10-08,2020-10-23,,,2840,0.05,,,,,,VCI event 6708f3e70ec61045ab7fcf0c
cash_dividend,2021-02-04,2021-02-05,2021-02-25,,,2000,0.05,,,,,,VCI event 6708f3e70ec61045ab7fd08c
cash_dividend,2021-05-17,2021-05-18,2021-06-04,,,1480,0.05,,,,,,VCI event 6708f3e70ec61045ab7fd16f
cash_dividend,2022-01-14,2022-01-17,2022-02-10,,,1250,0.05,,,,,,VCI event 6708f3e80ec61045ab7fd4d0
cash_dividend,2022-05-11,2022-05-12,2022-06-13,,,1350,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd590
cash_dividend,2022-10-26,2022-10-27,2022-12-01,,,3100,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd83b
cash_dividend,2023-05-19,2023-05-22,2023-06-12,,,5300,0.05,,,,,,VCI event 6708f3ea0ec61045ab7fd9c1
cash_dividend,2023-11-20,2023-11-21,2023-12-12,,,6500,0.05,,,,,,VCI event 6708f3ea0ec61045ab7fdc63
cash_dividend,2024-05-17,2024-05-20,2024-06-10,,,6100,0.05,,,,,,VCI event 6708f3eb0ec61045ab7fddbb
cash_dividend,2024-11-13,2024-11-14,2024-12-05,,,5740,0.05,,,,,,VCI event 6712f89af4bb746cb8cde170
cash_dividend,2025-05-19,2025-05-20,2025-06-05,,,6250,0.05,,,,,,VCI event 680c27e9b3bb8d7911f6c56b
cash_dividend,2025-11-17,2025-11-18,2025-12-08,,,6500,0.05,,,,,,VCI event 69000d97c168044c5262255b
cash_dividend,2026-05-19,2026-05-20,2026-06-10,,,8360,0.05,,,,,,VCI event 69f2a0f5db487120c68d393c
