kind,ex_date,record_date,pay_date,last_date,settlement_date,amount_per_share,tax_rate,shares_per_share,rights_per_share,subscription_price,choice,funding,source
cash_dividend,2009-12-23,2009-12-25,2010-01-29,,,1500,0.05,,,,,,VCI event 6708f3db0ec61045ab7fa47c
cash_dividend,2010-06-10,2010-06-14,2010-06-25,,,1000,0.05,,,,,,VCI event 6708f3dc0ec61045ab7fa5f3
cash_dividend,2011-05-11,2011-05-13,2011-06-06,,,3000,0.05,,,,,,VCI event 6708f3dc0ec61045ab7fa852
cash_dividend,2011-12-06,2011-12-08,2011-12-22,,,2000,0.05,,,,,,VCI event 6708f3dd0ec61045ab7faa31
cash_dividend,2012-11-26,2012-11-28,2012-12-14,,,2000,0.05,,,,,,VCI event 6708f3de0ec61045ab7fad2b
cash_dividend,2013-04-12,2013-04-16,2013-04-26,,,1000,0.05,,,,,,VCI event 6708f3de0ec61045ab7fae13
stock_dividend,2013-10-07,2013-10-09,2013-12-10,,,,,1,,,,,VCI event 6708f3ef0ec61045ab7fed12
cash_dividend,2014-05-27,2014-05-29,2014-07-10,,,2000,0.05,,,,,,VCI event 6708f3df0ec61045ab7fb1db
cash_dividend,2014-11-21,2014-11-25,2014-12-16,,,1500,0.05,,,,,,VCI event 6708f3df0ec61045ab7fb318
cash_dividend,2015-05-29,2015-06-02,2015-06-29,,,1500,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb4ef
cash_dividend,2015-11-20,2015-11-24,2015-12-18,,,2000,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb65a
cash_dividend,2016-05-12,2016-05-13,2016-05-31,,,5000,0.05,,,,,,VCI event 6708f3e10ec61045ab7fb8bf
cash_dividend,2016-11-24,2016-11-25,2016-12-23,,,2500,0.05,,,,,,VCI event 6708f3e10ec61045ab7fbb7a
cash_dividend,2017-06-21,2017-06-22,2017-07-21,,,2500,0.05,,,,,,VCI event 6708f3e20ec61045ab7fbec7
cash_dividend,2017-11-21,2017-11-22,2017-12-15,,,2000,0.05,,,,,,VCI event 6708f3e30ec61045ab7fc0dd
cash_dividend,2018-06-14,2018-06-15,2018-07-05,,,2000,0.05,,,,,,VCI event 6708f3e40ec61045ab7fc3bc
cash_dividend,2018-12-04,2018-12-05,2018-12-20,,,2500,0.05,,,,,,VCI event 6708f3e40ec61045ab7fc641
cash_dividend,2019-06-19,2019-06-20,2019-08-28,,,1500,0.05,,,,,,VCI event 6708f3e50ec61045ab7fc920
cash_dividend,2019-12-16,2019-12-17,2019-12-30,,,1500,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcb59
cash_dividend,2020-08-05,2020-08-06,2020-08-27,,,2500,0.05,,,,,,VCI event 6708f3e70ec61045ab7fce47
cash_dividend,2021-01-25,2021-01-26,2021-02-08,,,1500,0.05,,,,,,VCI event 6708f3e70ec61045ab7fd079
cash_dividend,2021-08-04,2021-08-05,2021-08-25,,,2500,0.05,,,,,,VCI event 6708f3e80ec61045ab7fd2f0
cash_dividend,2022-01-17,2022-01-18,2022-01-27,,,1500,0.05,,,,,,VCI event 6708f3e80ec61045ab7fd4df
cash_dividend,2022-06-09,2022-06-10,2022-06-30,,,3500,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd639
cash_dividend,2022-12-14,2022-12-15,2022-12-29,,,1000,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd898
cash_dividend,2023-06-28,2023-06-29,2023-07-28,,,5000,0.05,,,,,,VCI event 6708f3ea0ec61045ab7fdaa2
cash_dividend,2023-12-18,2023-12-19,2024-01-12,,,2500,0.05,,,,,,VCI event 6708f3eb0ec61045ab7fdca4
cash_dividend,2024-06-27,2024-06-28,2024-08-21,,,4500,0.05,,,,,,VCI event 6708f3eb0ec61045ab7fdecf
cash_dividend,2025-02-07,2025-02-10,2025-02-27,,,3000,0.05,,,,,,VCI event 6781b7447eee280b39d820c7
cash_dividend,2025-05-30,2025-06-02,2025-06-27,,,4000,0.05,,,,,,VCI event 681bf9e986e9541d8ab8a7a1
cash_dividend,2025-09-11,2025-09-12,2025-09-30,,,1000,0.05,,,,,,VCI event 68ae507a64af214c26022a12
cash_dividend,2026-06-04,2026-06-05,2026-06-29,,,5000,0.05,,,,,,VCI event 69fbdb8bdb487120c69ad6e5
cash_dividend,2026-09-09,2026-09-10,2026-09-30,,,3000,0.05,,,,,,VCI event 6a8e31963107b427958948eb
