date,adjusted_price,unadjusted_price
2018-01-05,7540,39600
2018-01-08,7560,39700
2018-01-09,7570,39750
2018-01-10,7680,40300
2018-01-11,8100,42500
2018-01-12,8660,45450
2018-01-15,8670,45500
2018-01-16,8560,44950
2018-01-17,8140,42700
2018-01-18,8380,44000
2018-01-19,8610,45200
2018-01-22,8630,45300
2018-01-25,9110,47800
2018-01-26,8950,47000
2018-01-29,8960,47050
2018-01-30,8950,47000
2018-01-31,8880,46600
2018-02-01,8760,46000
2018-02-02,8760,46000
2018-02-05,8190,43000
2018-02-06,7810,41000
2018-02-07,8350,43850
2018-02-08,8550,44900
2018-02-09,8500,44600
2018-02-12,8860,46500
2018-02-13,8880,46600
2018-02-21,8900,46700
2018-02-22,8570,45000
2018-02-23,8490,44550
2018-02-26,8380,44000
2018-02-27,8480,44500
2018-02-28,8460,44400
2018-03-01,8370,43950
2018-03-02,8300,43550
2018-03-05,8190,43000
2018-03-06,8230,43200
2018-03-07,8100,42500
2018-03-08,8100,42500
2018-03-09,8100,42500
2018-03-12,8100,42500
2018-03-13,8060,42300
2018-03-14,8380,44000
2018-03-15,8480,44500
2018-03-16,8540,44800
2018-03-19,8610,45200
2018-03-20,8380,44000
2018-03-21,8290,43500
2018-03-22,8100,42500
2018-03-23,8000,42000
2018-03-26,8330,43700
2018-03-27,8540,44800
2018-03-28,8660,45450
2018-03-29,8760,46000
2018-03-30,8740,45900
2018-04-02,8690,45600
2018-04-03,8690,45600
2018-04-04,8860,46500
2018-04-05,8850,46450
2018-04-06,8850,46450
2018-04-09,9280,48700
2018-04-10,9640,50600
2018-04-11,9550,50100
2018-04-12,9350,49100
2018-04-13,9530,50000
2018-04-16,9720,51000
2018-04-17,9680,50800
2018-04-18,9870,51800
2018-04-19,9370,49200
2018-04-20,9550,50100
2018-04-23,8880,46600
2018-04-24,8570,45000
2018-04-26,8040,42200
2018-04-27,8150,42800
2018-05-02,8000,42000
2018-05-03,8290,43500
2018-05-04,8190,43000
2018-05-07,8290,43500
2018-05-08,8230,43200
2018-05-09,8170,42900
2018-05-10,7620,40000
2018-05-11,7890,41400
2018-05-14,7720,40500
2018-05-15,7790,40900
2018-05-16,7650,40150
2018-05-17,7720,40500
2018-05-18,7730,40550
2018-05-21,7830,41100
2018-05-22,7430,39000
2018-05-23,7180,37700
2018-05-24,6760,35500
2018-05-25,6720,35250
2018-05-28,6250,32800
2018-05-29,6680,35050
2018-05-30,6990,36700
2018-05-31,7430,39000
2018-06-01,7850,41200
2018-06-04,8190,43000
2018-06-05,8230,43200
2018-06-06,8230,43200
2018-06-07,8500,44600
2018-06-08,8270,43400
2018-06-11,7980,41900
2018-06-12,7790,40900
2018-06-13,7810,41000
2018-06-14,7470,39200
2018-06-15,7450,39100
2018-06-18,7010,36800
2018-06-19,7010,36800
2018-06-20,7170,36300
2018-06-21,7210,36500
2018-06-22,7390,37400
2018-06-25,7370,37300
2018-06-26,7270,36800
2018-06-27,7150,36200
2018-06-28,6830,34600
2018-06-29,7140,36150
2018-07-02,7150,36200
2018-07-03,6850,34700
2018-07-04,6770,34300
2018-07-05,6480,32800
2018-07-06,6910,35000
2018-07-09,6950,35200
2018-07-10,6930,35100
2018-07-11,6480,32800
2018-07-12,6520,33000
2018-07-13,6610,33450
2018-07-16,6630,33550
2018-07-17,6630,33550
2018-07-18,6960,35250
2018-07-19,6930,35100
2018-07-20,6990,35400
2018-07-23,6950,35200
2018-07-24,6710,34000
2018-07-25,6620,33500
2018-07-26,6480,32800
