date,industry,weight_pct
2026-07-01,Ngân hàng,32.28
2026-07-01,Bất động sản,13.22
2026-07-01,Vật liệu xây dựng,11.42
2026-07-01,Công nghệ và thông tin,7.23
2026-07-01,Thực phẩm - Đồ uống,7.12
2026-07-01,Bán lẻ,5.56
2026-07-01,Sản xuất Nhựa - Hóa chất,3.69
2026-07-01,Khai khoáng,3.26
2026-07-01,Thiết bị điện,2.51
2026-07-01,Tiện ích,2.3
2026-07-01,Chứng khoán,2.25
2026-07-01,Vận tải - Kho bãi,1.87
2026-07-01,Nguyên vật liệu/hóa chất,1.44
2026-07-01,Chế biến thủy sản,0.81
2026-08-01,Ngân hàng,31.71
2026-08-01,Bất động sản,12.93
2026-08-01,Vật liệu xây dựng,10.96
2026-08-01,Công nghệ và thông tin,7.09
2026-08-01,Thực phẩm - Đồ uống,7.01
2026-08-01,Bán lẻ,5.62
2026-08-01,Sản xuất Nhựa - Hóa chất,3.71
2026-08-01,Khai khoáng,3.56
2026-08-01,Thiết bị điện,2.46
2026-08-01,Chứng khoán,2.31
2026-08-01,Tiện ích,2.22
2026-08-01,Vận tải - Kho bãi,1.9
2026-08-01,Bán buôn,1.09
2026-08-01,Chế biến thủy sản,0.77
