date,industry,weight_pct
2026-07-01,Ngân hàng,32.81
2026-07-01,Bán lẻ,14.01
2026-07-01,Bất động sản,10.81
2026-07-01,Vận tải - Kho bãi,4.84
2026-07-01,Chứng khoán,4.44
2026-07-01,Công nghệ và thông tin,4.2
2026-07-01,Vật liệu xây dựng,4.06
2026-07-01,Tiện ích,3.71
2026-07-01,Bán buôn,3.4
2026-07-01,Thực phẩm - Đồ uống,3.16
2026-07-01,Khai khoáng,2.68
2026-07-01,Khác,2.55
2026-08-01,Ngân hàng,33.48
2026-08-01,Bán lẻ,15.21
2026-08-01,Bất động sản,9.79
2026-08-01,Vận tải - Kho bãi,4.81
2026-08-01,Chứng khoán,4.59
2026-08-01,Công nghệ và thông tin,4.41
2026-08-01,Vật liệu xây dựng,3.98
2026-08-01,Bán buôn,3.78
2026-08-01,Tiện ích,3.55
2026-08-01,Thực phẩm - Đồ uống,3.23
2026-08-01,Khai khoáng,3.14
