date,industry,weight_pct
2026-07-01,Ngân hàng,20.97
2026-07-01,Bất động sản,7.02
2026-07-01,Vật liệu xây dựng,6.45
2026-07-01,Thực phẩm - Đồ uống,3.66
2026-07-01,Chứng khoán,2.17
2026-08-01,Ngân hàng,22.54
2026-08-01,Bất động sản,10.33
2026-08-01,Vận tải - Kho bãi,8.46
2026-08-01,Thực phẩm - Đồ uống,8.08
2026-08-01,Sản xuất,6.63
2026-08-01,Công nghệ và thông tin,5.62
2026-08-01,Vật liệu xây dựng,4.24
2026-08-01,Xây dựng,2.41
2026-08-01,Tiện ích,1.63
2026-08-01,Bán lẻ,1.44
2026-08-01,Chứng khoán,0.33
