date,industry,weight_pct
2026-07-01,Ngân hàng,29.03
2026-07-01,Bất động sản,20.29
2026-07-01,Vật liệu xây dựng,10.4
2026-07-01,Bán lẻ,5.99
2026-07-01,Sản xuất Thiết bị, máy móc,4.69
2026-07-01,Thực phẩm - Đồ uống,3.84
2026-07-01,Khác,3.55
2026-07-01,Chứng khoán,3.4
2026-07-01,Công nghệ và thông tin,2.86
2026-07-01,Vận tải - Kho bãi,2.7
2026-07-01,Khai khoáng,1.97
2026-07-01,Bán buôn,1.61
2026-08-01,Ngân hàng,29.21
2026-08-01,Bất động sản,19.38
2026-08-01,Vật liệu xây dựng,10.07
2026-08-01,Bán lẻ,4.57
2026-08-01,Sản xuất Thiết bị, máy móc,4.54
2026-08-01,Thực phẩm - Đồ uống,4.12
2026-08-01,Chứng khoán,3.64
2026-08-01,Khác,3.48
2026-08-01,Công nghệ và thông tin,3.22
2026-08-01,Vận tải - Kho bãi,2.66
2026-08-01,Khai khoáng,2.18
2026-08-01,Bán buôn,1.76
2026-08-01,Tiện ích,1.41
2026-08-01,Bảo hiểm,1.07
