date,industry,weight_pct
2025-02-01,Ngân hàng,35.31
2025-02-01,BĐS,17.85
2025-02-01,Vật liệu,6.87
2025-02-01,Bán lẻ,6.54
2025-02-01,Thực phẩm,5.75
2025-02-01,Công nghệ,5.71
2025-02-01,Hạ tầng,3.17
2025-02-01,Tiêu dùng,2.21
2025-02-01,Sản xuất,2.1
2025-02-01,Bảo hiểm,1.72
2025-02-01,Điện,0.86
2025-02-01,Ô tô,0.67
2025-03-01,Ngân hàng,37.03
2025-03-01,BĐS,17.810000000000002
2025-03-01,Vật liệu,7.95
2025-03-01,Bán lẻ,7.27
2025-03-01,Thực phẩm,5.22
2025-03-01,Công nghệ,4.95
2025-03-01,Ô tô,3.85
2025-03-01,Hạ tầng,3.02
2025-03-01,Sản xuất,2.11
2025-03-01,Tiêu dùng,2.07
2025-03-01,Bảo hiểm,1.63
2025-03-01,Điện,0.86
2025-04-01,Ngân hàng,38.519999999999996
2025-04-01,BĐS,13.32
2025-04-01,Vật liệu,10.84
2025-04-01,Bán lẻ,7.42
2025-04-01,Thực phẩm,4.6899999999999995
2025-04-01,Công nghệ,4.63
2025-04-01,Bảo hiểm,2.49
2025-04-01,Sản xuất,2.11
2025-04-01,Hạ tầng,1.86
2025-04-01,Ô tô,1.33
2025-04-01,Điện,0.86
2025-04-01,Dầu khí,0.29
2025-05-01,Ngân hàng,39.22
2025-05-01,BĐS,16.0
2025-05-01,Vật liệu,8.959999999999999
2025-05-01,Bán lẻ,7.36
2025-05-01,Thực phẩm,4.779999999999999
2025-05-01,Công nghệ,4.66
2025-05-01,Bảo hiểm,3.11
2025-05-01,Dầu khí,2.18
2025-05-01,Sản xuất,2.01
2025-05-01,Hạ tầng,1.98
2025-05-01,Ô tô,1.48
2025-05-01,Điện,0.8
2025-06-01,Ngân hàng,40.96
2025-06-01,BĐS,17.32
2025-06-01,Vật liệu,9.65
2025-06-01,Bán lẻ,8.16
2025-06-01,Thực phẩm,4.77
2025-06-01,Công nghệ,4.53
2025-06-01,Bảo hiểm,3.43
2025-06-01,Dầu khí,2.36
2025-06-01,Sản xuất,1.93
2025-06-01,Hạ tầng,1.84
2025-06-01,Ô tô,1.77
2025-06-01,Điện,0.77
2025-07-01,Ngân hàng,41.84
2025-07-01,BĐS,18.190000000000005
2025-07-01,Vật liệu,9.92
2025-07-01,Bán lẻ,7.800000000000001
2025-07-01,Công nghệ,4.38
2025-07-01,Bảo hiểm,3.04
2025-07-01,Chứng khoán,2.49
2025-07-01,Dầu khí,2.41
2025-07-01,Thực phẩm,2.36
2025-07-01,Ô tô,1.97
2025-07-01,Hạ tầng,1.7
2025-08-01,Ngân hàng,37.51
2025-08-01,BĐS,17.72
2025-08-01,Vật liệu,10.739999999999998
2025-08-01,Bán lẻ,7.84
2025-08-01,Công nghệ,3.21
2025-08-01,Bảo hiểm,3.2
2025-08-01,Chứng khoán,3.13
2025-08-01,Hạ tầng,2.56
2025-08-01,Thực phẩm,2.09
2025-08-01,Ô tô,1.87
2025-08-01,Dầu khí,1.79
2025-09-01,Ngân hàng,36.62
2025-09-01,BĐS,16.94
2025-09-01,Vật liệu,11.82
2025-09-01,Bán lẻ,10.75
2025-09-01,Thực phẩm,3.64
2025-09-01,Bảo hiểm,3.44
2025-09-01,Công nghệ,2.63
2025-09-01,Chứng khoán,2.56
2025-09-01,Hạ tầng,2.25
2025-09-01,Ô tô,1.67
2025-09-01,Dầu khí,1.48
2025-09-01,Xây dựng,1.46
2025-10-01,Ngân hàng,28.779999999999998
2025-10-01,BĐS,13.320000000000002
2025-10-01,Bán lẻ,11.86
2025-10-01,Vật liệu,10.67
2025-10-01,Thực phẩm,5.5600000000000005
2025-10-01,Bảo hiểm,3.88
2025-10-01,Công nghệ,2.73
2025-10-01,Hạ tầng,2.73
2025-10-01,Xây dựng,2.36
2025-10-01,Ô tô,1.57
2025-10-01,Dầu khí,1.34
2025-11-01,Ngân hàng,28.779999999999998
2025-11-01,BĐS,13.6
2025-11-01,Bán lẻ,11.6
2025-11-01,Vật liệu,11.03
2025-11-01,Thực phẩm,5.68
2025-11-01,Hạ tầng,5.6
2025-11-01,Công nghệ,4.45
2025-11-01,Bảo hiểm,3.84
2025-11-01,Dầu khí,3.76
2025-11-01,Xây dựng,3.12
2025-11-01,Chứng khoán,1.96
