date,industry,weight_pct
2026-07-01,Nông - Lâm - Ngư,17.76
2026-07-01,Chứng khoán,17.75
2026-07-01,Ngân hàng,0.01
2026-08-01,Chứng khoán,17.61
2026-08-01,Nông - Lâm - Ngư,17.59
2026-08-01,Ngân hàng,0.02
