date,stock_code,industry,weight_pct,type_asset
2026-08-07,MBB,Ngân hàng,5.42,STOCK
2026-08-07,MWG,Bán lẻ,3.88,STOCK
2026-08-07,MSN,Thực phẩm - Đồ uống,3.52,STOCK
2026-08-07,CTG,Ngân hàng,3.49,STOCK
2026-08-07,HPG,Vật liệu xây dựng,3.24,STOCK
2026-08-07,FPT,Công nghệ và thông tin,2.99,STOCK
