date,industry,weight_pct
2026-07-01,Ngân hàng,22.56
2026-07-01,Công nghệ và thông tin,9.76
2026-07-01,Bán lẻ,7.65
2026-07-01,Bất động sản,6.83
2026-07-01,Sản xuất Phụ trợ,6.81
2026-07-01,Tiện ích,6.56
2026-07-01,Bảo hiểm,5.96
2026-07-01,Bán buôn,5.19
2026-07-01,Xây dựng,4.76
2026-07-01,Chứng khoán,4.51
2026-07-01,Vận tải - Kho bãi,4.42
2026-07-01,Vật liệu xây dựng,4.04
2026-07-01,Khai khoáng,3.39
2026-07-01,Thực phẩm - Đồ uống,1.72
2026-07-01,Thiết bị điện,1.57
2026-07-01,Sản xuất,1.17
2026-07-01,Chế biến thủy sản,0.98
2026-07-01,Chăm sóc sức khỏe,0.26
