date,industry,weight_pct
2026-07-01,Bất động sản,22.3
2026-07-01,Thực phẩm - Đồ uống,15.91
2026-07-01,Ngân hàng,4.32
2026-07-01,Xây dựng,2.59
2026-07-01,Vật liệu xây dựng,0.34
