date,industry,weight_pct
2026-08-07,Ngân hàng,33.83
2026-08-07,Bất động sản,10.26
2026-08-07,Bán lẻ,9.56
2026-08-07,Sản xuất Nhựa - Hóa chất,8.59
2026-08-07,Vật liệu xây dựng,6.01
2026-08-07,Tiện ích,5.81
2026-08-07,Xây dựng,4.94
2026-08-07,Vận tải - Kho bãi,4.36
2026-08-07,Chế biến thủy sản,2.81
2026-08-07,Thiết bị điện,2.64
2026-08-07,Sản xuất Hàng gia dụng,2.51
2026-08-07,Bán buôn,2.24
2026-08-07,Chứng khoán,2.18
2026-08-07,Khai khoáng,1.44
