date,industry,weight_pct
2026-07-17,Ngân hàng,20.9
2026-07-17,Chứng khoán,10.5
2026-07-17,Công nghệ và thông tin,5.4
2026-07-17,Xây dựng,4.4
2026-07-17,Vật liệu xây dựng,4.4
2026-07-17,Bán lẻ,4.1
2026-07-17,Thực phẩm - Đồ uống,4.0
