date,industry,weight_pct
2026-08-07,Ngân hàng,28.44
2026-08-07,Xây dựng,14.07
2026-08-07,Chăm sóc sức khỏe,11.28
2026-08-07,Bất động sản,7.96
2026-08-07,Chứng khoán,6.9
2026-08-07,Vật liệu xây dựng,6.23
2026-08-07,Thực phẩm - Đồ uống,6.0
2026-08-07,Bán lẻ,4.59
2026-08-07,Sản xuất Nhựa - Hóa chất,4.33
2026-08-07,Bán buôn,3.35
2026-08-07,Công nghệ và thông tin,1.71
2026-08-07,Sản xuất Phụ trợ,0.96
